LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN0809700000000,08,097,"Pitkin County, CO",2015,"10,799     ","10,384     ",415     ,3.8
CN0809900000000,08,099,"Prowers County, CO",2015,"5,854     ","5,615     ",239     ,4.1
CN0810100000000,08,101,"Pueblo County, CO",2015,"71,996     ","67,927     ","4,069     ",5.7
CN0810300000000,08,103,"Rio Blanco County, CO",2015,"2,839     ","2,689     ",150     ,5.3
CN0810500000000,08,105,"Rio Grande County, CO",2015,"4,922     ","4,613     ",309     ,6.3
CN0810700000000,08,107,"Routt County, CO",2015,"14,356     ","13,892     ",464     ,3.2
CN0810900000000,08,109,"Saguache County, CO",2015,"3,110     ","2,920     ",190     ,6.1
CN0811100000000,08,111,"San Juan County, CO",2015,482     ,462     ,20     ,4.1
CN0811300000000,08,113,"San Miguel County, CO",2015,"5,149     ","4,957     ",192     ,3.7
CN0811500000000,08,115,"Sedgwick County, CO",2015,"1,156     ","1,117     ",39     ,3.4
CN0811700000000,08,117,"Summit County, CO",2015,"20,692     ","20,174     ",518     ,2.5
CN0811900000000,08,119,"Teller County, CO",2015,"11,599     ","11,086     ",513     ,4.4
CN0812100000000,08,121,"Washington County, CO",2015,"2,797     ","2,726     ",71     ,2.5
CN0812300000000,08,123,"Weld County, CO",2015,"147,984     ","142,314     ","5,670     ",3.8
CN0812500000000,08,125,"Yuma County, CO",2015,"5,202     ","5,064     ",138     ,2.7
CN0900100000000,09,001,"Fairfield County, CT",2015,"479,044     ","453,771     ","25,273     ",5.3
CN0900300000000,09,003,"Hartford County, CT",2015,"472,790     ","445,108     ","27,682     ",5.9
CN0900500000000,09,005,"Litchfield County, CT",2015,"105,479     ","100,178     ","5,301     ",5.0
CN0900700000000,09,007,"Middlesex County, CT",2015,"92,074     ","87,664     ","4,410     ",4.8
CN0900900000000,09,009,"New Haven County, CT",2015,"454,396     ","426,489     ","27,907     ",6.1
CN0901100000000,09,011,"New London County, CT",2015,"136,630     ","128,691     ","7,939     ",5.8
CN0901300000000,09,013,"Tolland County, CT",2015,"84,579     ","80,518     ","4,061     ",4.8
CN0901500000000,09,015,"Windham County, CT",2015,"63,011     ","59,100     ","3,911     ",6.2
CN1000100000000,10,001,"Kent County, DE",2015,"76,887     ","72,738     ","4,149     ",5.4
CN1000300000000,10,003,"New Castle County, DE",2015,"292,754     ","278,865     ","13,889     ",4.7
CN1000500000000,10,005,"Sussex County, DE",2015,"97,831     ","92,975     ","4,856     ",5.0
CN1100100000000,11,001,District of Columbia,2015,"388,388     ","361,544     ","26,844     ",6.9
CN1200100000000,12,001,"Alachua County, FL",2015,"130,067     ","124,157     ","5,910     ",4.5
CN1200300000000,12,003,"Baker County, FL",2015,"11,335     ","10,728     ",607     ,5.4
CN1200500000000,12,005,"Bay County, FL",2015,"87,575     ","82,838     ","4,737     ",5.4
CN1200700000000,12,007,"Bradford County, FL",2015,"10,750     ","10,236     ",514     ,4.8
CN1200900000000,12,009,"Brevard County, FL",2015,"257,684     ","242,562     ","15,122     ",5.9
CN1201100000000,12,011,"Broward County, FL",2015,"992,392     ","942,412     ","49,980     ",5.0
CN1201300000000,12,013,"Calhoun County, FL",2015,"4,913     ","4,612     ",301     ,6.1
CN1201500000000,12,015,"Charlotte County, FL",2015,"67,559     ","63,592     ","3,967     ",5.9
CN1201700000000,12,017,"Citrus County, FL",2015,"47,739     ","44,187     ","3,552     ",7.4
CN1201900000000,12,019,"Clay County, FL",2015,"99,182     ","94,329     ","4,853     ",4.9
CN1202100000000,12,021,"Collier County, FL",2015,"162,124     ","153,677     ","8,447     ",5.2
CN1202300000000,12,023,"Columbia County, FL",2015,"28,998     ","27,436     ","1,562     ",5.4
CN1202700000000,12,027,"DeSoto County, FL",2015,"12,814     ","12,046     ",768     ,6.0
CN1202900000000,12,029,"Dixie County, FL",2015,"5,588     ","5,247     ",341     ,6.1
CN1203100000000,12,031,"Duval County, FL",2015,"465,537     ","439,151     ","26,386     ",5.7
CN1203300000000,12,033,"Escambia County, FL",2015,"139,644     ","131,884     ","7,760     ",5.6
CN1203500000000,12,035,"Flagler County, FL",2015,"43,502     ","40,817     ","2,685     ",6.2
CN1203700000000,12,037,"Franklin County, FL",2015,"4,796     ","4,573     ",223     ,4.6
CN1203900000000,12,039,"Gadsden County, FL",2015,"18,463     ","17,170     ","1,293     ",7.0
CN1204100000000,12,041,"Gilchrist County, FL",2015,"6,565     ","6,202     ",363     ,5.5
CN1204300000000,12,043,"Glades County, FL",2015,"4,698     ","4,366     ",332     ,7.1
CN1204500000000,12,045,"Gulf County, FL",2015,"6,127     ","5,817     ",310     ,5.1
CN1204700000000,12,047,"Hamilton County, FL",2015,"5,668     ","5,379     ",289     ,5.1
CN1204900000000,12,049,"Hardee County, FL",2015,"10,307     ","9,614     ",693     ,6.7
CN1205100000000,12,051,"Hendry County, FL",2015,"15,317     ","13,743     ","1,574     ",10.3
CN1205300000000,12,053,"Hernando County, FL",2015,"66,609     ","62,089     ","4,520     ",6.8
CN1205500000000,12,055,"Highlands County, FL",2015,"35,272     ","32,670     ","2,602     ",7.4
CN1205700000000,12,057,"Hillsborough County, FL",2015,"689,463     ","655,324     ","34,139     ",5.0
CN1205900000000,12,059,"Holmes County, FL",2015,"6,721     ","6,306     ",415     ,6.2
CN1206100000000,12,061,"Indian River County, FL",2015,"61,307     ","57,167     ","4,140     ",6.8
CN1206300000000,12,063,"Jackson County, FL",2015,"17,258     ","16,252     ","1,006     ",5.8
CN1206500000000,12,065,"Jefferson County, FL",2015,"5,424     ","5,109     ",315     ,5.8
CN1206700000000,12,067,"Lafayette County, FL",2015,"3,244     ","3,097     ",147     ,4.5
CN1206900000000,12,069,"Lake County, FL",2015,"140,471     ","132,906     ","7,565     ",5.4
CN1207100000000,12,071,"Lee County, FL",2015,"319,967     ","303,883     ","16,084     ",5.0
CN1207300000000,12,073,"Leon County, FL",2015,"148,346     ","140,973     ","7,373     ",5.0
CN1207500000000,12,075,"Levy County, FL",2015,"16,505     ","15,557     ",948     ,5.7
CN1207700000000,12,077,"Liberty County, FL",2015,"2,661     ","2,509     ",152     ,5.7
CN1207900000000,12,079,"Madison County, FL",2015,"7,545     ","7,080     ",465     ,6.2
CN1208100000000,12,081,"Manatee County, FL",2015,"164,480     ","156,318     ","8,162     ",5.0
CN1208300000000,12,083,"Marion County, FL",2015,"131,147     ","122,789     ","8,358     ",6.4
CN1208500000000,12,085,"Martin County, FL",2015,"69,915     ","66,245     ","3,670     ",5.2
CN1208600000000,12,086,"Miami-Dade County, FL",2015,"1,334,402     ","1,252,419     ","81,983     ",6.1
CN1208700000000,12,087,"Monroe County, FL",2015,"46,046     ","44,446     ","1,600     ",3.5
CN1208900000000,12,089,"Nassau County, FL",2015,"36,696     ","34,856     ","1,840     ",5.0
CN1209100000000,12,091,"Okaloosa County, FL",2015,"92,220     ","88,082     ","4,138     ",4.5
CN1209300000000,12,093,"Okeechobee County, FL",2015,"17,346     ","16,278     ","1,068     ",6.2
CN1209500000000,12,095,"Orange County, FL",2015,"688,018     ","654,304     ","33,714     ",4.9
CN1209700000000,12,097,"Osceola County, FL",2015,"155,082     ","146,314     ","8,768     ",5.7
CN1209900000000,12,099,"Palm Beach County, FL",2015,"693,635     ","658,768     ","34,867     ",5.0
CN1210100000000,12,101,"Pasco County, FL",2015,"214,802     ","202,414     ","12,388     ",5.8
CN1210300000000,12,103,"Pinellas County, FL",2015,"476,203     ","453,092     ","23,111     ",4.9
CN1210500000000,12,105,"Polk County, FL",2015,"279,903     ","262,554     ","17,349     ",6.2
CN1210700000000,12,107,"Putnam County, FL",2015,"28,630     ","26,558     ","2,072     ",7.2
CN1210900000000,12,109,"St. Johns County, FL",2015,"112,131     ","107,796     ","4,335     ",3.9
CN1211100000000,12,111,"St. Lucie County, FL",2015,"131,333     ","123,142     ","8,191     ",6.2
CN1211300000000,12,113,"Santa Rosa County, FL",2015,"73,537     ","70,038     ","3,499     ",4.8
CN1211500000000,12,115,"Sarasota County, FL",2015,"178,877     ","169,997     ","8,880     ",5.0
CN1211700000000,12,117,"Seminole County, FL",2015,"239,943     ","228,450     ","11,493     ",4.8
CN1211900000000,12,119,"Sumter County, FL",2015,"28,583     ","26,453     ","2,130     ",7.5
CN1212100000000,12,121,"Suwannee County, FL",2015,"17,818     ","16,840     ",978     ,5.5
CN1212300000000,12,123,"Taylor County, FL",2015,"9,061     ","8,460     ",601     ,6.6
CN1212500000000,12,125,"Union County, FL",2015,"4,755     ","4,528     ",227     ,4.8
CN1212700000000,12,127,"Volusia County, FL",2015,"239,320     ","225,605     ","13,715     ",5.7
CN1212900000000,12,129,"Wakulla County, FL",2015,"14,061     ","13,418     ",643     ,4.6
CN1213100000000,12,131,"Walton County, FL",2015,"27,646     ","26,365     ","1,281     ",4.6
CN1213300000000,12,133,"Washington County, FL",2015,"9,599     ","9,035     ",564     ,5.9
CN1300100000000,13,001,"Appling County, GA",2015,"8,754     ","8,133     ",621     ,7.1
CN1300300000000,13,003,"Atkinson County, GA",2015,"3,872     ","3,656     ",216     ,5.6
CN1300500000000,13,005,"Bacon County, GA",2015,"5,033     ","4,758     ",275     ,5.5
CN1300700000000,13,007,"Baker County, GA",2015,"1,143     ","1,060     ",83     ,7.3
CN1300900000000,13,009,"Baldwin County, GA",2015,"17,454     ","16,099     ","1,355     ",7.8
CN1301100000000,13,011,"Banks County, GA",2015,"8,162     ","7,718     ",444     ,5.4
CN1301300000000,13,013,"Barrow County, GA",2015,"35,577     ","33,744     ","1,833     ",5.2
CN1301500000000,13,015,"Bartow County, GA",2015,"47,007     ","44,306     ","2,701     ",5.7
CN1301700000000,13,017,"Ben Hill County, GA",2015,"5,318     ","4,837     ",481     ,9.0
CN1301900000000,13,019,"Berrien County, GA",2015,"7,010     ","6,521     ",489     ,7.0
CN1302100000000,13,021,"Bibb County, GA",2015,"68,327     ","63,843     ","4,484     ",6.6
CN1302300000000,13,023,"Bleckley County, GA",2015,"4,413     ","4,011     ",402     ,9.1
CN1302500000000,13,025,"Brantley County, GA",2015,"6,918     ","6,415     ",503     ,7.3
CN1302700000000,13,027,"Brooks County, GA",2015,"6,740     ","6,339     ",401     ,5.9
CN1302900000000,13,029,"Bryan County, GA",2015,"15,784     ","14,967     ",817     ,5.2
CN1303100000000,13,031,"Bulloch County, GA",2015,"34,855     ","32,778     ","2,077     ",6.0
CN1303300000000,13,033,"Burke County, GA",2015,"9,131     ","8,396     ",735     ,8.0
CN1303500000000,13,035,"Butts County, GA",2015,"10,154     ","9,500     ",654     ,6.4
CN1303700000000,13,037,"Calhoun County, GA",2015,"2,135     ","2,005     ",130     ,6.1
CN1303900000000,13,039,"Camden County, GA",2015,"22,416     ","21,189     ","1,227     ",5.5
CN1304300000000,13,043,"Candler County, GA",2015,"5,006     ","4,726     ",280     ,5.6
CN1304500000000,13,045,"Carroll County, GA",2015,"52,274     ","48,823     ","3,451     ",6.6
CN1304700000000,13,047,"Catoosa County, GA",2015,"31,304     ","29,698     ","1,606     ",5.1
CN1304900000000,13,049,"Charlton County, GA",2015,"4,789     ","4,490     ",299     ,6.2
CN1305100000000,13,051,"Chatham County, GA",2015,"133,265     ","125,625     ","7,640     ",5.7
CN1305300000000,13,053,"Chattahoochee County, GA",2015,"2,199     ","2,006     ",193     ,8.8
CN1305500000000,13,055,"Chattooga County, GA",2015,"10,393     ","9,749     ",644     ,6.2
CN1305700000000,13,057,"Cherokee County, GA",2015,"119,452     ","113,989     ","5,463     ",4.6
CN1305900000000,13,059,"Clarke County, GA",2015,"56,558     ","53,241     ","3,317     ",5.9
CN1306100000000,13,061,"Clay County, GA",2015,869     ,771     ,98     ,11.3
CN1306300000000,13,063,"Clayton County, GA",2015,"125,051     ","115,708     ","9,343     ",7.5
CN1306500000000,13,065,"Clinch County, GA",2015,"2,843     ","2,650     ",193     ,6.8
CN1306700000000,13,067,"Cobb County, GA",2015,"398,123     ","378,321     ","19,802     ",5.0
CN1306900000000,13,069,"Coffee County, GA",2015,"17,395     ","16,253     ","1,142     ",6.6
CN1307100000000,13,071,"Colquitt County, GA",2015,"19,707     ","18,441     ","1,266     ",6.4
CN1307300000000,13,073,"Columbia County, GA",2015,"66,525     ","63,193     ","3,332     ",5.0
CN1307500000000,13,075,"Cook County, GA",2015,"7,252     ","6,773     ",479     ,6.6
CN1307700000000,13,077,"Coweta County, GA",2015,"67,350     ","63,853     ","3,497     ",5.2
CN1307900000000,13,079,"Crawford County, GA",2015,"5,597     ","5,253     ",344     ,6.1
CN1308100000000,13,081,"Crisp County, GA",2015,"9,314     ","8,673     ",641     ,6.9
CN1308300000000,13,083,"Dade County, GA",2015,"7,948     ","7,522     ",426     ,5.4
CN1308500000000,13,085,"Dawson County, GA",2015,"10,918     ","10,376     ",542     ,5.0
CN1308700000000,13,087,"Decatur County, GA",2015,"11,344     ","10,585     ",759     ,6.7
CN1308900000000,13,089,"DeKalb County, GA",2015,"371,671     ","349,619     ","22,052     ",5.9
CN1309100000000,13,091,"Dodge County, GA",2015,"6,992     ","6,414     ",578     ,8.3
CN1309300000000,13,093,"Dooly County, GA",2015,"4,785     ","4,426     ",359     ,7.5
CN1309500000000,13,095,"Dougherty County, GA",2015,"37,924     ","35,018     ","2,906     ",7.7
CN1309700000000,13,097,"Douglas County, GA",2015,"68,274     ","64,050     ","4,224     ",6.2
CN1309900000000,13,099,"Early County, GA",2015,"4,359     ","4,063     ",296     ,6.8
CN1310100000000,13,101,"Echols County, GA",2015,"1,840     ","1,754     ",86     ,4.7
CN1310300000000,13,103,"Effingham County, GA",2015,"26,706     ","25,368     ","1,338     ",5.0
CN1310500000000,13,105,"Elbert County, GA",2015,"7,613     ","7,047     ",566     ,7.4
CN1310700000000,13,107,"Emanuel County, GA",2015,"8,400     ","7,685     ",715     ,8.5
CN1310900000000,13,109,"Evans County, GA",2015,"4,685     ","4,427     ",258     ,5.5
CN1311100000000,13,111,"Fannin County, GA",2015,"10,094     ","9,484     ",610     ,6.0
CN1311300000000,13,113,"Fayette County, GA",2015,"54,393     ","51,619     ","2,774     ",5.1
CN1311500000000,13,115,"Floyd County, GA",2015,"42,787     ","39,975     ","2,812     ",6.6
CN1311700000000,13,117,"Forsyth County, GA",2015,"101,774     ","97,273     ","4,501     ",4.4
CN1311900000000,13,119,"Franklin County, GA",2015,"9,203     ","8,624     ",579     ,6.3
CN1312100000000,13,121,"Fulton County, GA",2015,"514,221     ","484,146     ","30,075     ",5.8
CN1312300000000,13,123,"Gilmer County, GA",2015,"11,694     ","11,010     ",684     ,5.8
CN1312500000000,13,125,"Glascock County, GA",2015,"1,234     ","1,153     ",81     ,6.6
CN1312700000000,13,127,"Glynn County, GA",2015,"37,236     ","35,004     ","2,232     ",6.0
CN1312900000000,13,129,"Gordon County, GA",2015,"26,223     ","24,717     ","1,506     ",5.7
CN1313100000000,13,131,"Grady County, GA",2015,"10,412     ","9,787     ",625     ,6.0
CN1313300000000,13,133,"Greene County, GA",2015,"6,362     ","5,917     ",445     ,7.0
CN1313500000000,13,135,"Gwinnett County, GA",2015,"449,411     ","426,604     ","22,807     ",5.1
CN1313700000000,13,137,"Habersham County, GA",2015,"18,844     ","17,785     ","1,059     ",5.6
CN1313900000000,13,139,"Hall County, GA",2015,"92,277     ","87,894     ","4,383     ",4.7
CN1314100000000,13,141,"Hancock County, GA",2015,"2,423     ","2,180     ",243     ,10.0
CN1314300000000,13,143,"Haralson County, GA",2015,"11,926     ","11,173     ",753     ,6.3
CN1314500000000,13,145,"Harris County, GA",2015,"15,480     ","14,672     ",808     ,5.2
CN1314700000000,13,147,"Hart County, GA",2015,"10,304     ","9,674     ",630     ,6.1
CN1314900000000,13,149,"Heard County, GA",2015,"4,999     ","4,689     ",310     ,6.2
CN1315100000000,13,151,"Henry County, GA",2015,"104,569     ","98,250     ","6,319     ",6.0
CN1315300000000,13,153,"Houston County, GA",2015,"65,143     ","61,362     ","3,781     ",5.8
CN1315500000000,13,155,"Irwin County, GA",2015,"3,058     ","2,809     ",249     ,8.1
CN1315700000000,13,157,"Jackson County, GA",2015,"30,402     ","28,953     ","1,449     ",4.8
CN1315900000000,13,159,"Jasper County, GA",2015,"6,431     ","6,083     ",348     ,5.4
CN1316100000000,13,161,"Jeff Davis County, GA",2015,"6,383     ","5,972     ",411     ,6.4
CN1316300000000,13,163,"Jefferson County, GA",2015,"6,350     ","5,783     ",567     ,8.9
CN1316500000000,13,165,"Jenkins County, GA",2015,"3,140     ","2,881     ",259     ,8.2
CN1316700000000,13,167,"Johnson County, GA",2015,"3,847     ","3,579     ",268     ,7.0
CN1316900000000,13,169,"Jones County, GA",2015,"13,666     ","12,936     ",730     ,5.3
CN1317100000000,13,171,"Lamar County, GA",2015,"7,787     ","7,197     ",590     ,7.6
CN1317300000000,13,173,"Lanier County, GA",2015,"3,783     ","3,532     ",251     ,6.6
CN1317500000000,13,175,"Laurens County, GA",2015,"18,486     ","17,093     ","1,393     ",7.5
CN1317700000000,13,177,"Lee County, GA",2015,"13,986     ","13,244     ",742     ,5.3
CN1317900000000,13,179,"Liberty County, GA",2015,"25,338     ","23,741     ","1,597     ",6.3
CN1318100000000,13,181,"Lincoln County, GA",2015,"3,347     ","3,125     ",222     ,6.6
CN1318300000000,13,183,"Long County, GA",2015,"6,668     ","6,273     ",395     ,5.9
CN1318500000000,13,185,"Lowndes County, GA",2015,"50,355     ","47,359     ","2,996     ",5.9
CN1318700000000,13,187,"Lumpkin County, GA",2015,"15,170     ","14,360     ",810     ,5.3
CN1318900000000,13,189,"McDuffie County, GA",2015,"8,727     ","8,009     ",718     ,8.2
CN1319100000000,13,191,"McIntosh County, GA",2015,"5,947     ","5,568     ",379     ,6.4
CN1319300000000,13,193,"Macon County, GA",2015,"4,689     ","4,271     ",418     ,8.9
CN1319500000000,13,195,"Madison County, GA",2015,"12,752     ","12,066     ",686     ,5.4
