                               Labor Force Data by County, 2017 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN4815900000000   48     159   Franklin County, TX                               2017         4,533        4,325        208      4.6
CN4816100000000   48     161   Freestone County, TX                              2017         6,738        6,313        425      6.3
CN4816300000000   48     163   Frio County, TX                                   2017         9,300        8,942        358      3.8
CN4816500000000   48     165   Gaines County, TX                                 2017         9,239        8,959        280      3.0
CN4816700000000   48     167   Galveston County, TX                              2017       161,703      153,291      8,412      5.2
CN4816900000000   48     169   Garza County, TX                                  2017         2,117        2,047         70      3.3
CN4817100000000   48     171   Gillespie County, TX                              2017        13,193       12,853        340      2.6
CN4817300000000   48     173   Glasscock County, TX                              2017           689          671         18      2.6
CN4817500000000   48     175   Goliad County, TX                                 2017         3,244        3,084        160      4.9
CN4817700000000   48     177   Gonzales County, TX                               2017         9,361        9,035        326      3.5
CN4817900000000   48     179   Gray County, TX                                   2017         8,216        7,782        434      5.3
CN4818100000000   48     181   Grayson County, TX                                2017        62,020       59,857      2,163      3.5
CN4818300000000   48     183   Gregg County, TX                                  2017        57,632       54,678      2,954      5.1
CN4818500000000   48     185   Grimes County, TX                                 2017        10,842       10,270        572      5.3
CN4818700000000   48     187   Guadalupe County, TX                              2017        77,510       74,946      2,564      3.3
CN4818900000000   48     189   Hale County, TX                                   2017        12,418       11,781        637      5.1
CN4819100000000   48     191   Hall County, TX                                   2017         1,129        1,059         70      6.2
CN4819300000000   48     193   Hamilton County, TX                               2017         3,607        3,465        142      3.9
CN4819500000000   48     195   Hansford County, TX                               2017         2,856        2,784         72      2.5
CN4819700000000   48     197   Hardeman County, TX                               2017         1,654        1,590         64      3.9
CN4819900000000   48     199   Hardin County, TX                                 2017        25,045       23,511      1,534      6.1
CN4820100000000   48     201   Harris County, TX                                 2017     2,268,944    2,155,485    113,459      5.0
CN4820300000000   48     203   Harrison County, TX                               2017        29,410       27,880      1,530      5.2
CN4820500000000   48     205   Hartley County, TX                                2017         2,947        2,889         58      2.0
CN4820700000000   48     207   Haskell County, TX                                2017         2,432        2,317        115      4.7
CN4820900000000   48     209   Hays County, TX                                   2017       108,012      104,634      3,378      3.1
CN4821100000000   48     211   Hemphill County, TX                               2017         2,335        2,277         58      2.5
CN4821300000000   48     213   Henderson County, TX                              2017        35,566       34,090      1,476      4.2
CN4821500000000   48     215   Hidalgo County, TX                                2017       341,602      316,347     25,255      7.4
CN4821700000000   48     217   Hill County, TX                                   2017        16,142       15,516        626      3.9
CN4821900000000   48     219   Hockley County, TX                                2017        11,270       10,851        419      3.7
CN4822100000000   48     221   Hood County, TX                                   2017        25,691       24,616      1,075      4.2
CN4822300000000   48     223   Hopkins County, TX                                2017        17,145       16,533        612      3.6
CN4822500000000   48     225   Houston County, TX                                2017        10,556       10,109        447      4.2
CN4822700000000   48     227   Howard County, TX                                 2017        13,197       12,629        568      4.3
CN4822900000000   48     229   Hudspeth County, TX                               2017         1,537        1,445         92      6.0
CN4823100000000   48     231   Hunt County, TX                                   2017        41,487       39,860      1,627      3.9
CN4823300000000   48     233   Hutchinson County, TX                             2017         9,392        8,827        565      6.0
CN4823500000000   48     235   Irion County, TX                                  2017           774          751         23      3.0
CN4823700000000   48     237   Jack County, TX                                   2017         3,930        3,783        147      3.7
CN4823900000000   48     239   Jackson County, TX                                2017         7,366        7,072        294      4.0
CN4824100000000   48     241   Jasper County, TX                                 2017        13,380       12,384        996      7.4
CN4824300000000   48     243   Jeff Davis County, TX                             2017         1,052        1,019         33      3.1
CN4824500000000   48     245   Jefferson County, TX                              2017       107,321       99,467      7,854      7.3
CN4824700000000   48     247   Jim Hogg County, TX                               2017         1,894        1,757        137      7.2
CN4824900000000   48     249   Jim Wells County, TX                              2017        16,709       15,450      1,259      7.5
CN4825100000000   48     251   Johnson County, TX                                2017        77,413       74,498      2,915      3.8
CN4825300000000   48     253   Jones County, TX                                  2017         5,635        5,335        300      5.3
CN4825500000000   48     255   Karnes County, TX                                 2017         6,424        6,200        224      3.5
CN4825700000000   48     257   Kaufman County, TX                                2017        59,437       57,346      2,091      3.5
CN4825900000000   48     259   Kendall County, TX                                2017        20,705       20,070        635      3.1
CN4826100000000   48     261   Kenedy County, TX                                 2017           246          238          8      3.3
CN4826300000000   48     263   Kent County, TX                                   2017           460          448         12      2.6
CN4826500000000   48     265   Kerr County, TX                                   2017        21,290       20,564        726      3.4
CN4826700000000   48     267   Kimble County, TX                                 2017         1,897        1,830         67      3.5
CN4826900000000   48     269   King County, TX                                   2017           163          157          6      3.7
CN4827100000000   48     271   Kinney County, TX                                 2017         1,150        1,087         63      5.5
CN4827300000000   48     273   Kleberg County, TX                                2017        13,367       12,572        795      5.9
CN4827500000000   48     275   Knox County, TX                                   2017         1,493        1,434         59      4.0
CN4827700000000   48     277   Lamar County, TX                                  2017        23,680       22,685        995      4.2
CN4827900000000   48     279   Lamb County, TX                                   2017         5,194        4,926        268      5.2
CN4828100000000   48     281   Lampasas County, TX                               2017         9,235        8,896        339      3.7
CN4828300000000   48     283   La Salle County, TX                               2017         4,203        4,048        155      3.7
CN4828500000000   48     285   Lavaca County, TX                                 2017         8,712        8,400        312      3.6
CN4828700000000   48     287   Lee County, TX                                    2017         9,625        9,311        314      3.3
CN4828900000000   48     289   Leon County, TX                                   2017         6,160        5,770        390      6.3
CN4829100000000   48     291   Liberty County, TX                                2017        31,713       29,466      2,247      7.1
CN4829300000000   48     293   Limestone County, TX                              2017         8,315        7,855        460      5.5
CN4829500000000   48     295   Lipscomb County, TX                               2017         1,633        1,580         53      3.2
CN4829700000000   48     297   Live Oak County, TX                               2017         5,376        5,126        250      4.7
CN4829900000000   48     299   Llano County, TX                                  2017         8,319        8,009        310      3.7
CN4830100000000   48     301   Loving County, TX                                 2017           100           95          5      5.0
CN4830300000000   48     303   Lubbock County, TX                                2017       155,834      150,896      4,938      3.2
CN4830500000000   48     305   Lynn County, TX                                   2017         2,720        2,618        102      3.8
CN4830700000000   48     307   McCulloch County, TX                              2017         3,703        3,570        133      3.6
CN4830900000000   48     309   McLennan County, TX                               2017       118,021      113,478      4,543      3.8
CN4831100000000   48     311   McMullen County, TX                               2017           740          726         14      1.9
CN4831300000000   48     313   Madison County, TX                                2017         4,669        4,452        217      4.6
CN4831500000000   48     315   Marion County, TX                                 2017         4,350        4,104        246      5.7
CN4831700000000   48     317   Martin County, TX                                 2017         2,568        2,486         82      3.2
CN4831900000000   48     319   Mason County, TX                                  2017         1,799        1,739         60      3.3
CN4832100000000   48     321   Matagorda County, TX                              2017        16,930       15,703      1,227      7.2
CN4832300000000   48     323   Maverick County, TX                               2017        23,860       21,651      2,209      9.3
CN4832500000000   48     325   Medina County, TX                                 2017        21,273       20,459        814      3.8
CN4832700000000   48     327   Menard County, TX                                 2017           807          768         39      4.8
CN4832900000000   48     329   Midland County, TX                                2017        89,359       86,673      2,686      3.0
CN4833100000000   48     331   Milam County, TX                                  2017        10,057        9,551        506      5.0
CN4833300000000   48     333   Mills County, TX                                  2017         1,917        1,850         67      3.5
CN4833500000000   48     335   Mitchell County, TX                               2017         2,531        2,392        139      5.5
CN4833700000000   48     337   Montague County, TX                               2017         9,083        8,718        365      4.0
CN4833900000000   48     339   Montgomery County, TX                             2017       267,342      255,765     11,577      4.3
CN4834100000000   48     341   Moore County, TX                                  2017        11,012       10,693        319      2.9
CN4834300000000   48     343   Morris County, TX                                 2017         4,653        4,251        402      8.6
CN4834500000000   48     345   Motley County, TX                                 2017           490          472         18      3.7
CN4834700000000   48     347   Nacogdoches County, TX                            2017        28,538       27,325      1,213      4.3
CN4834900000000   48     349   Navarro County, TX                                2017        22,752       21,857        895      3.9
CN4835100000000   48     351   Newton County, TX                                 2017         5,312        4,894        418      7.9
CN4835300000000   48     353   Nolan County, TX                                  2017         6,778        6,503        275      4.1
CN4835500000000   48     355   Nueces County, TX                                 2017       167,523      158,495      9,028      5.4
CN4835700000000   48     357   Ochiltree County, TX                              2017         4,504        4,338        166      3.7
CN4835900000000   48     359   Oldham County, TX                                 2017           890          868         22      2.5
CN4836100000000   48     361   Orange County, TX                                 2017        37,246       34,692      2,554      6.9
CN4836300000000   48     363   Palo Pinto County, TX                             2017        13,403       12,859        544      4.1
CN4836500000000   48     365   Panola County, TX                                 2017        10,320        9,756        564      5.5
CN4836700000000   48     367   Parker County, TX                                 2017        62,302       60,152      2,150      3.5
CN4836900000000   48     369   Parmer County, TX                                 2017         4,913        4,791        122      2.5
CN4837100000000   48     371   Pecos County, TX                                  2017         6,515        6,221        294      4.5
CN4837300000000   48     373   Polk County, TX                                   2017        17,435       16,386      1,049      6.0
CN4837500000000   48     375   Potter County, TX                                 2017        55,923       54,137      1,786      3.2
CN4837700000000   48     377   Presidio County, TX                               2017         3,024        2,741        283      9.4
CN4837900000000   48     379   Rains County, TX                                  2017         5,666        5,466        200      3.5
CN4838100000000   48     381   Randall County, TX                                2017        70,283       68,303      1,980      2.8
CN4838300000000   48     383   Reagan County, TX                                 2017         1,772        1,704         68      3.8
CN4838500000000   48     385   Real County, TX                                   2017         1,049          989         60      5.7
CN4838700000000   48     387   Red River County, TX                              2017         5,215        4,945        270      5.2
CN4838900000000   48     389   Reeves County, TX                                 2017         6,917        6,672        245      3.5
CN4839100000000   48     391   Refugio County, TX                                2017         3,112        2,932        180      5.8
CN4839300000000   48     393   Roberts County, TX                                2017           437          421         16      3.7
CN4839500000000   48     395   Robertson County, TX                              2017         7,351        7,007        344      4.7
CN4839700000000   48     397   Rockwall County, TX                               2017        48,621       47,011      1,610      3.3
CN4839900000000   48     399   Runnels County, TX                                2017         4,563        4,391        172      3.8
CN4840100000000   48     401   Rusk County, TX                                   2017        22,113       20,995      1,118      5.1
CN4840300000000   48     403   Sabine County, TX                                 2017         3,538        3,235        303      8.6
CN4840500000000   48     405   San Augustine County, TX                          2017         2,872        2,658        214      7.5
CN4840700000000   48     407   San Jacinto County, TX                            2017        11,436       10,792        644      5.6
CN4840900000000   48     409   San Patricio County, TX                           2017        30,647       28,314      2,333      7.6
CN4841100000000   48     411   San Saba County, TX                               2017         2,411        2,334         77      3.2
CN4841300000000   48     413   Schleicher County, TX                             2017         1,338        1,289         49      3.7
CN4841500000000   48     415   Scurry County, TX                                 2017         6,982        6,677        305      4.4
CN4841700000000   48     417   Shackelford County, TX                            2017         1,875        1,819         56      3.0
CN4841900000000   48     419   Shelby County, TX                                 2017        10,781       10,229        552      5.1
CN4842100000000   48     421   Sherman County, TX                                2017         1,289        1,249         40      3.1
CN4842300000000   48     423   Smith County, TX                                  2017       105,896      101,599      4,297      4.1
CN4842500000000   48     425   Somervell County, TX                              2017         4,218        4,028        190      4.5
CN4842700000000   48     427   Starr County, TX                                  2017        26,049       23,009      3,040     11.7
CN4842900000000   48     429   Stephens County, TX                               2017         4,030        3,841        189      4.7
CN4843100000000   48     431   Sterling County, TX                               2017           607          584         23      3.8
CN4843300000000   48     433   Stonewall County, TX                              2017           621          600         21      3.4
CN4843500000000   48     435   Sutton County, TX                                 2017         1,514        1,437         77      5.1
CN4843700000000   48     437   Swisher County, TX                                2017         2,687        2,578        109      4.1
CN4843900000000   48     439   Tarrant County, TX                                2017     1,033,317      995,339     37,978      3.7
CN4844100000000   48     441   Taylor County, TX                                 2017        64,051       61,784      2,267      3.5
CN4844300000000   48     443   Terrell County, TX                                2017           391          372         19      4.9
CN4844500000000   48     445   Terry County, TX                                  2017         5,245        4,983        262      5.0
CN4844700000000   48     447   Throckmorton County, TX                           2017           692          662         30      4.3
CN4844900000000   48     449   Titus County, TX                                  2017        12,954       12,262        692      5.3
CN4845100000000   48     451   Tom Green County, TX                              2017        54,003       52,016      1,987      3.7
CN4845300000000   48     453   Travis County, TX                                 2017       698,755      677,830     20,925      3.0
CN4845500000000   48     455   Trinity County, TX                                2017         5,366        5,070        296      5.5
CN4845700000000   48     457   Tyler County, TX                                  2017         7,058        6,542        516      7.3
CN4845900000000   48     459   Upshur County, TX                                 2017        17,613       16,689        924      5.2
CN4846100000000   48     461   Upton County, TX                                  2017         1,543        1,484         59      3.8
CN4846300000000   48     463   Uvalde County, TX                                 2017        11,714       11,168        546      4.7
CN4846500000000   48     465   Val Verde County, TX                              2017        20,007       18,991      1,016      5.1
CN4846700000000   48     467   Van Zandt County, TX                              2017        25,311       24,368        943      3.7
CN4846900000000   48     469   Victoria County, TX                               2017        42,923       40,853      2,070      4.8
CN4847100000000   48     471   Walker County, TX                                 2017        23,625       22,536      1,089      4.6
CN4847300000000   48     473   Waller County, TX                                 2017        22,201       21,120      1,081      4.9
CN4847500000000   48     475   Ward County, TX                                   2017         5,546        5,321        225      4.1
CN4847700000000   48     477   Washington County, TX                             2017        14,856       14,229        627      4.2
CN4847900000000   48     479   Webb County, TX                                   2017       114,696      109,922      4,774      4.2
CN4848100000000   48     481   Wharton County, TX                                2017        21,054       20,114        940      4.5
CN4848300000000   48     483   Wheeler County, TX                                2017         2,357        2,261         96      4.1
CN4848500000000   48     485   Wichita County, TX                                2017        55,970       53,903      2,067      3.7
CN4848700000000   48     487   Wilbarger County, TX                              2017         4,950        4,718        232      4.7
CN4848900000000   48     489   Willacy County, TX                                2017         6,303        5,609        694     11.0
CN4849100000000   48     491   Williamson County, TX                             2017       287,330      278,071      9,259      3.2
CN4849300000000   48     493   Wilson County, TX                                 2017        24,155       23,320        835      3.5
CN4849500000000   48     495   Winkler County, TX                                2017         3,235        3,066        169      5.2
CN4849700000000   48     497   Wise County, TX                                   2017        29,844       28,659      1,185      4.0
CN4849900000000   48     499   Wood County, TX                                   2017        17,323       16,512        811      4.7
CN4850100000000   48     501   Yoakum County, TX                                 2017         3,818        3,683        135      3.5
CN4850300000000   48     503   Young County, TX                                  2017         8,082        7,776        306      3.8
CN4850500000000   48     505   Zapata County, TX                                 2017         5,445        5,045        400      7.3
CN4850700000000   48     507   Zavala County, TX                                 2017         3,719        3,306        413     11.1
CN4900100000000   49     001   Beaver County, UT                                 2017         3,093        2,966        127      4.1
CN4900300000000   49     003   Box Elder County, UT                              2017        25,535       24,699        836      3.3
CN4900500000000   49     005   Cache County, UT                                  2017        63,040       61,291      1,749      2.8
CN4900700000000   49     007   Carbon County, UT                                 2017         8,372        7,946        426      5.1
CN4900900000000   49     009   Daggett County, UT                                2017           443          421         22      5.0
CN4901100000000   49     011   Davis County, UT                                  2017       170,335      165,116      5,219      3.1
CN4901300000000   49     013   Duchesne County, UT                               2017         8,104        7,638        466      5.8
CN4901500000000   49     015   Emery County, UT                                  2017         4,255        4,035        220      5.2
CN4901700000000   49     017   Garfield County, UT                               2017         2,934        2,714        220      7.5
CN4901900000000   49     019   Grand County, UT                                  2017         5,971        5,653        318      5.3
CN4902100000000   49     021   Iron County, UT                                   2017        22,381       21,450        931      4.2
CN4902300000000   49     023   Juab County, UT                                   2017         5,466        5,282        184      3.4
CN4902500000000   49     025   Kane County, UT                                   2017         3,770        3,641        129      3.4
CN4902700000000   49     027   Millard County, UT                                2017         6,508        6,294        214      3.3
CN4902900000000   49     029   Morgan County, UT                                 2017         5,328        5,175        153      2.9
CN4903100000000   49     031   Piute County, UT                                  2017           490          466         24      4.9
CN4903300000000   49     033   Rich County, UT                                   2017         1,155        1,118         37      3.2
CN4903500000000   49     035   Salt Lake County, UT                              2017       621,759      602,541     19,218      3.1
CN4903700000000   49     037   San Juan County, UT                               2017         5,820        5,399        421      7.2
CN4903900000000   49     039   Sanpete County, UT                                2017        12,064       11,590        474      3.9
CN4904100000000   49     041   Sevier County, UT                                 2017         9,907        9,523        384      3.9
CN4904300000000   49     043   Summit County, UT                                 2017        24,597       23,839        758      3.1
CN4904500000000   49     045   Tooele County, UT                                 2017        31,829       30,675      1,154      3.6
CN4904700000000   49     047   Uintah County, UT                                 2017        13,936       13,089        847      6.1
CN4904900000000   49     049   Utah County, UT                                   2017       292,474      283,950      8,524      2.9
CN4905100000000   49     051   Wasatch County, UT                                2017        14,632       14,156        476      3.3
CN4905300000000   49     053   Washington County, UT                             2017        70,817       68,367      2,450      3.5
CN4905500000000   49     055   Wayne County, UT                                  2017         1,472        1,363        109      7.4
CN4905700000000   49     057   Weber County, UT                                  2017       124,363      119,813      4,550      3.7
CN5000100000000   50     001   Addison County, VT                                2017        20,842       20,256        586      2.8
CN5000300000000   50     003   Bennington County, VT                             2017        18,438       17,770        668      3.6
CN5000500000000   50     005   Caledonia County, VT                              2017        14,714       14,170        544      3.7
CN5000700000000   50     007   Chittenden County, VT                             2017        95,645       93,463      2,182      2.3
CN5000900000000   50     009   Essex County, VT                                  2017         2,680        2,555        125      4.7
CN5001100000000   50     011   Franklin County, VT                               2017        27,427       26,587        840      3.1
CN5001300000000   50     013   Grand Isle County, VT                             2017         3,993        3,853        140      3.5
CN5001500000000   50     015   Lamoille County, VT                               2017        14,102       13,543        559      4.0
CN5001700000000   50     017   Orange County, VT                                 2017        15,934       15,445        489      3.1
CN5001900000000   50     019   Orleans County, VT                                2017        13,720       13,025        695      5.1
CN5002100000000   50     021   Rutland County, VT                                2017        30,931       29,839      1,092      3.5
CN5002300000000   50     023   Washington County, VT                             2017        34,124       33,115      1,009      3.0
CN5002500000000   50     025   Windham County, VT                                2017        22,954       22,247        707      3.1
CN5002700000000   50     027   Windsor County, VT                                2017        29,258       28,508        750      2.6
CN5100100000000   51     001   Accomack County, VA                               2017        15,948       15,179        769      4.8
CN5100300000000   51     003   Albemarle County, VA                              2017        55,748       53,905      1,843      3.3
CN5100500000000   51     005   Alleghany County, VA                              2017         6,842        6,509        333      4.9
CN5100700000000   51     007   Amelia County, VA                                 2017         6,246        5,996        250      4.0
CN5100900000000   51     009   Amherst County, VA                                2017        15,085       14,455        630      4.2
CN5101100000000   51     011   Appomattox County, VA                             2017         7,022        6,709        313      4.5
CN5101300000000   51     013   Arlington County, VA                              2017       149,627      145,904      3,723      2.5
CN5101500000000   51     015   Augusta County, VA                                2017        36,841       35,575      1,266      3.4
CN5101700000000   51     017   Bath County, VA                                   2017         2,452        2,371         81      3.3
CN5101900000000   51     019   Bedford County, VA                                2017        38,238       36,740      1,498      3.9
CN5102100000000   51     021   Bland County, VA                                  2017         2,731        2,610        121      4.4
CN5102300000000   51     023   Botetourt County, VA                              2017        17,325       16,705        620      3.6
CN5102500000000   51     025   Brunswick County, VA                              2017         6,006        5,676        330      5.5
CN5102700000000   51     027   Buchanan County, VA                               2017         6,703        6,193        510      7.6
CN5102900000000   51     029   Buckingham County, VA                             2017         6,406        6,060        346      5.4
CN5103100000000   51     031   Campbell County, VA                               2017        26,129       25,031      1,098      4.2
CN5103300000000   51     033   Caroline County, VA                               2017        15,099       14,448        651      4.3
CN5103500000000   51     035   Carroll County, VA                                2017        12,997       12,392        605      4.7
CN5103600000000   51     036   Charles City County, VA                           2017         3,772        3,591        181      4.8
CN5103700000000   51     037   Charlotte County, VA                              2017         5,250        5,001        249      4.7
CN5104100000000   51     041   Chesterfield County, VA                           2017       183,860      177,184      6,676      3.6
CN5104300000000   51     043   Clarke County, VA                                 2017         7,519        7,261        258      3.4
CN5104500000000   51     045   Craig County, VA                                  2017         2,336        2,234        102      4.4
CN5104700000000   51     047   Culpeper County, VA                               2017        23,786       22,926        860      3.6
CN5104900000000   51     049   Cumberland County, VA                             2017         4,634        4,438        196      4.2
CN5105100000000   51     051   Dickenson County, VA                              2017         4,408        4,085        323      7.3
CN5105300000000   51     053   Dinwiddie County, VA                              2017        13,588       12,976        612      4.5
CN5105700000000   51     057   Essex County, VA                                  2017         5,470        5,196        274      5.0
CN5105900000000   51     059   Fairfax County, VA                                2017       629,698      610,531     19,167      3.0
CN5106100000000   51     061   Fauquier County, VA                               2017        36,391       35,199      1,192      3.3
CN5106300000000   51     063   Floyd County, VA                                  2017         8,093        7,794        299      3.7
CN5106500000000   51     065   Fluvanna County, VA                               2017        13,519       13,106        413      3.1
CN5106700000000   51     067   Franklin County, VA                               2017        26,196       25,157      1,039      4.0
CN5106900000000   51     069   Frederick County, VA                              2017        46,296       44,818      1,478      3.2
CN5107100000000   51     071   Giles County, VA                                  2017         7,903        7,530        373      4.7
CN5107300000000   51     073   Gloucester County, VA                             2017        19,304       18,655        649      3.4
CN5107500000000   51     075   Goochland County, VA                              2017        10,969       10,586        383      3.5
CN5107700000000   51     077   Grayson County, VA                                2017         7,220        6,909        311      4.3
CN5107900000000   51     079   Greene County, VA                                 2017        10,170        9,860        310      3.0
CN5108100000000   51     081   Greensville County, VA                            2017         4,280        4,084        196      4.6
CN5108300000000   51     083   Halifax County, VA                                2017        14,881       14,101        780      5.2
CN5108500000000   51     085   Hanover County, VA                                2017        58,121       56,179      1,942      3.3
CN5108700000000   51     087   Henrico County, VA                                2017       182,026      175,365      6,661      3.7
CN5108900000000   51     089   Henry County, VA                                  2017        22,541       21,420      1,121      5.0
CN5109100000000   51     091   Highland County, VA                               2017         1,244        1,201         43      3.5
CN5109300000000   51     093   Isle of Wight County, VA                          2017        19,105       18,359        746      3.9
CN5109500000000   51     095   James City County, VA                             2017        35,352       34,080      1,272      3.6
CN5109700000000   51     097   King and Queen County, VA                         2017         3,766        3,630        136      3.6
CN5109900000000   51     099   King George County, VA                            2017        12,359       11,869        490      4.0
CN5110100000000   51     101   King William County, VA                           2017         8,856        8,548        308      3.5
CN5110300000000   51     103   Lancaster County, VA                              2017         5,153        4,870        283      5.5
CN5110500000000   51     105   Lee County, VA                                    2017         8,245        7,788        457      5.5
CN5110700000000   51     107   Loudoun County, VA                                2017       211,626      205,188      6,438      3.0
CN5110900000000   51     109   Louisa County, VA                                 2017        19,087       18,420        667      3.5
CN5111100000000   51     111   Lunenburg County, VA                              2017         5,198        4,971        227      4.4
CN5111300000000   51     113   Madison County, VA                                2017         7,290        7,075        215      2.9
CN5111500000000   51     115   Mathews County, VA                                2017         4,093        3,938        155      3.8
CN5111700000000   51     117   Mecklenburg County, VA                            2017        12,150       11,512        638      5.3
CN5111900000000   51     119   Middlesex County, VA                              2017         5,194        5,017        177      3.4
CN5112100000000   51     121   Montgomery County, VA                             2017        49,863       47,952      1,911      3.8
CN5112500000000   51     125   Nelson County, VA                                 2017         7,354        7,097        257      3.5
CN5112700000000   51     127   New Kent County, VA                               2017        11,857       11,475        382      3.2
CN5113100000000   51     131   Northampton County, VA                            2017         5,403        5,087        316      5.8
CN5113300000000   51     133   Northumberland County, VA                         2017         5,364        5,072        292      5.4
CN5113500000000   51     135   Nottoway County, VA                               2017         6,985        6,708        277      4.0
CN5113700000000   51     137   Orange County, VA                                 2017        16,539       15,903        636      3.8
CN5113900000000   51     139   Page County, VA                                   2017        11,640       11,023        617      5.3
CN5114100000000   51     141   Patrick County, VA                                2017         7,429        7,094        335      4.5
CN5114300000000   51     143   Pittsylvania County, VA                           2017        29,542       28,201      1,341      4.5
CN5114500000000   51     145   Powhatan County, VA                               2017        13,858       13,394        464      3.3
CN5114700000000   51     147   Prince Edward County, VA                          2017        10,306        9,792        514      5.0
CN5114900000000   51     149   Prince George County, VA                          2017        15,149       14,477        672      4.4
CN5115300000000   51     153   Prince William County, VA                         2017       239,833      231,667      8,166      3.4
CN5115500000000   51     155   Pulaski County, VA                                2017        16,260       15,390        870      5.4
CN5115700000000   51     157   Rappahannock County, VA                           2017         3,745        3,615        130      3.5
CN5115900000000   51     159   Richmond County, VA                               2017         3,893        3,746        147      3.8
CN5116100000000   51     161   Roanoke County, VA                                2017        49,144       47,449      1,695      3.4
CN5116300000000   51     163   Rockbridge County, VA                             2017        10,588       10,155        433      4.1
CN5116500000000   51     165   Rockingham County, VA                             2017        40,837       39,501      1,336      3.3
CN5116700000000   51     167   Russell County, VA                                2017        11,056       10,447        609      5.5
CN5116900000000   51     169   Scott County, VA                                  2017         9,393        9,009        384      4.1
CN5117100000000   51     171   Shenandoah County, VA                             2017        21,027       20,282        745      3.5
CN5117300000000   51     173   Smyth County, VA                                  2017        13,117       12,411        706      5.4
CN5117500000000   51     175   Southampton County, VA                            2017         8,845        8,512        333      3.8
CN5117700000000   51     177   Spotsylvania County, VA                           2017        66,131       63,665      2,466      3.7
CN5117900000000   51     179   Stafford County, VA                               2017        69,689       67,165      2,524      3.6
CN5118100000000   51     181   Surry County, VA                                  2017         3,708        3,540        168      4.5
CN5118300000000   51     183   Sussex County, VA                                 2017         3,917        3,684        233      5.9
CN5118500000000   51     185   Tazewell County, VA                               2017        15,866       14,927        939      5.9
CN5118700000000   51     187   Warren County, VA                                 2017        20,033       19,290        743      3.7
CN5119100000000   51     191   Washington County, VA                             2017        26,908       25,804      1,104      4.1
CN5119300000000   51     193   Westmoreland County, VA                           2017         9,004        8,581        423      4.7
CN5119500000000   51     195   Wise County, VA                                   2017        12,986       12,106        880      6.8
CN5119700000000   51     197   Wythe County, VA                                  2017        13,646       12,935        711      5.2
CN5119900000000   51     199   York County, VA                                   2017        32,591       31,430      1,161      3.6
CN5151000000000   51     510   Alexandria city, VA                               2017        98,590       95,761      2,829      2.9
CN5152000000000   51     520   Bristol city, VA                                  2017         7,471        7,130        341      4.6
CN5153000000000   51     530   Buena Vista city, VA                              2017         3,316        3,171        145      4.4
CN5154000000000   51     540   Charlottesville city, VA                          2017        25,558       24,767        791      3.1
CN5155000000000   51     550   Chesapeake city, VA                               2017       119,577      114,953      4,624      3.9
CN5157000000000   51     570   Colonial Heights city, VA                         2017         8,849        8,488        361      4.1
CN5158000000000   51     580   Covington city, VA                                2017         2,379        2,230        149      6.3
CN5159000000000   51     590   Danville city, VA                                 2017        19,140       17,989      1,151      6.0
CN5159500000000   51     595   Emporia city, VA                                  2017         2,278        2,153        125      5.5
CN5160000000000   51     600   Fairfax city, VA                                  2017        13,251       12,864        387      2.9
CN5161000000000   51     610   Falls Church city, VA                             2017         8,160        7,941        219      2.7
CN5162000000000   51     620   Franklin city, VA                                 2017         3,484        3,291        193      5.5
CN5163000000000   51     630   Fredericksburg city, VA                           2017        13,823       13,222        601      4.3
CN5164000000000   51     640   Galax city, VA                                    2017         2,879        2,749        130      4.5
CN5165000000000   51     650   Hampton city, VA                                  2017        64,727       61,435      3,292      5.1
CN5166000000000   51     660   Harrisonburg city, VA                             2017        24,559       23,462      1,097      4.5
CN5167000000000   51     670   Hopewell city, VA                                 2017         9,931        9,326        605      6.1
CN5167800000000   51     678   Lexington city, VA                                2017         2,265        2,137        128      5.7
CN5168000000000   51     680   Lynchburg city, VA                                2017        35,820       34,043      1,777      5.0
CN5168300000000   51     683   Manassas city, VA                                 2017        22,051       21,302        749      3.4
CN5168500000000   51     685   Manassas Park city, VA                            2017         8,644        8,354        290      3.4
CN5169000000000   51     690   Martinsville city, VA                             2017         5,235        4,879        356      6.8
CN5170000000000   51     700   Newport News city, VA                             2017        90,074       85,883      4,191      4.7
